"eleicao_descricao","uf","candidato_cargo","nome_urna","partido_sigla"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","IVAN MORAES","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","LUCIANA LEÃO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","DR. MARIO JORGE","DEM"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","EVANDRO ALENCAR","PRTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MÁRIO MARTINS","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ZÉ LEZINHO","PRB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","ALEXSANDRO VIEIRA (PAULISTANO)","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FRADIKI","PRTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","WILSON CAMPOS","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JOSIAS LIMA MOTORISTA DO POVO","PRTB"
"Eleições Gerais Estaduais 2018","PE","SENADOR","ADRIANA ROCHA","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LÊDA SANTOS","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","DANDA MIRANDA","PDT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","AUREA FRANCISCA","AVANTE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","CÍCERO ROMÃO","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MEU JOVEM","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ELPIDIO ARAUJO","PTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MOACIR DO PÃO","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","NATANAEL DE ANDRADE","PHS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","SONJA","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","NINO BIKE","AVANTE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","AUGUSTO COUTINHO","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","DR ANDERSON AQUINO","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ADRIANO CROSS","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","DENILSON LAMARK","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","CÁSSIA COELHO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ALEXANDRE SANTANA","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MÔNICA SENA ","PMN"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","CEBOLINHA","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FREDERICO BENTO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PROFESSOR LOURENÇO COELHO","PTC"
"Eleições Gerais Estaduais 2018","PE","VICE-GOVERNADOR","ISABELLA DE ROLDÃO","PDT"
"Eleições Gerais Estaduais 2018","PE","GOVERNADOR","JULIO LOSSIO","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MARIA VERA","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","HILÁRIO","PMN"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","ALEXANDRA MORAIS","NOVO"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JORGE LAPA","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","THIAGO PAES","PSL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PROFESSOR SAMUEL","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ÉVERTON","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GILSON CAMELO","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR JAILTON","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","SANDRO GOMES","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IRMÃO DILSON","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GENO DA LOTAÇÃO","PRP"
"Eleições Gerais Estaduais 2018","PE","1º SUPLENTE","ELNATAM BARROS DE LIMA","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","REGIS CAPOTEIRO","PRTB"
"Eleições Gerais Estaduais 2018","PE","VICE-GOVERNADOR","GILSON LOPES","PCO"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANTONIO BEZERRA","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","A MARRON","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","TEREZINHA NUNES","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","NEIDE SENTIL","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","EVERALDO CABRAL","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JARIBE CARNEIRO ( DI NOBAIA)","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IRMÃ LUZINETE","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","LEONARDO BARBOSA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","BRUNA GADELHA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CARLOS MOBILIDADE JR","PHS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FELLIPE VASCONCELOS","PV"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","EDNAÍ O SEU AGENTE DE SAÚDE","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","DAVI MUNIZ","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PAULO ROBERTO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","EDUARDO DA FONTE","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PROF. SILVIO DINIZ","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","AGLAILSON VICTOR","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ROMERO","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IRANDI","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LEO","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GEORGE COSTA","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CIBRALIO FERREIRA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ROBERIA VASCONCELOS","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","AMANDA PALHA","PCB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","EDILSON MELO","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JOÃO CAMPOS","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","AILZA TRAJANO","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JEAN CHARLES","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LENNON CASTRO","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PROF DE EXATAS ROBERTO CORRÊA","PPL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MIGUEL BARBOSA","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JOSÉ CHAVES","PTB"
"Eleições Gerais Estaduais 2018","PE","GOVERNADOR","PAULO CÂMARA","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANTÔNIO COELHO","DEM"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","BETE OLIVEIRA","PSL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR MARCÃO","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","FELIPE CARRERAS","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CIDA SANTOS","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ROLDÃO FELICIANO","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","DR SAULO","PRTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANTONIO FERNANDO","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MARCÃO FIRMA","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ROMARIO DIAS","PSD"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANA FLAVIA","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","RICARDO PEDROSA","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","MILTON COELHO","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GABY CONDE","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ALMIR DO PT","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","FLÁVIO BARROS","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","NIRES CARDOSO","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GUILHERME FARIAS","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANTONIO PEREIRA","PV"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LUPERCIO BEZERRA","PSL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","SIMONE SANTANA","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JOANA PAULA","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JOAQUIM DE MELO","PDT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MESTRE TETÉ","PODE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MAESTRO FOFÃO","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ZÉ RIMA","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GILDO DOS RODOVIÁRIOS","PPL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","WILLIAM BRÍGIDO","PRB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LOURDINHA DE BETINHA","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","BRUNA KARINA","PSL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","EDUINO","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PROFESSOR RONEI","PMN"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","SIVALDO ALBINO","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PROCURADOR ANDRÉ TEIXEIRA","NOVO"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JUNIOR CABRAL","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CLAUDIA COSTA","PHS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JOSEVALDO COWBOY","PRB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CRISTINA COSTA","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","CARLOS MANUEL","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CEIÇA","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MARGARIDA LILI","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JUNIOR DARITA","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","RANNY MACHADO","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LUCIANO PACHECO","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JACÓ DO POVO","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ELIAS GOMES","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANDREA MENDONÇA","DEM"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","DR. ANDRÉ BRANQUINHO","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MARAISA ALMEIDA","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","ANA OLIVEIRA","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","BETO ACCIOLY","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FOFÃO","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","TENENTE RICARDO PE ","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GORETTI QUEIROZ","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JADEVAL DE LIMA","PMN"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JORGE PAINHO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR MARCOS","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PEDRO SILVA","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JONAS PEREIRÃO","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ROMERO SALES FILHO","PTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CIBELE PESSOA","PHS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","OSINALDO","PTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","ANDRÉ CARVALHO MARANATA","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","EDVALDO OLIVEIRA","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GERALDO QUEIRÓS","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MARIA NUNES","PRTB"
"Eleições Gerais Estaduais 2018","PE","1º SUPLENTE","PROFESSOR MARIANO","PSTU"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JORGE DOS SEM TETO","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ERIBERTO VITORINO","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","NIEL DA FARMACIA","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","MOISES","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JOSÉ COROINHA","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","VILMA SILVA","PRTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GG DO GÁS","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANDREZA MICHELLE","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PENÉLOPE PORTELA","NOVO"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IVANILDO SANTOS","PCB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IRMÃO DEDÊU","PRTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JAIR","PDT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","BRUNO MARRECA","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANTÔNIO CARLOS DE AZEVEDO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","RIBEIRO","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","TONHO DO CEDRO","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GEOVANI","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MAESTRO ANTONIO","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GENA DO BANCO","PR"
"Eleições Gerais Estaduais 2018","PE","2º SUPLENTE","GIVÂNIA","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JONATHAS","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR ELISMARIO","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","INSTRUTOR ADRIANO","PSL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","DRA THEREZA CARDOSO","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR JERÔNIMO GALVÃO","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CLAUDIA DIAS","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PAULINHO TOMÉ","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JUNTAS","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","WALDECY SANTANA","PR"
"Eleições Gerais Estaduais 2018","PE","GOVERNADOR","ANA PATRICIA ALVES","PCO"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IRMÃO JADIR CORREIA","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IRMA ROSY","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JOÃO RODRIGUES","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR ERIVELTE","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","AUDALIO","DC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","CLEONILDA SILVA","PODE"
"Eleições Gerais Estaduais 2018","PE","1º SUPLENTE","JORGE CORTE REAL","PTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","SÉRGIO SINESIO","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JUCA ZULENO","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CLÁUDIA LIMA","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CLOVIS PAIVA","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","DIEGO GOMES","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IVANILDO GOMES","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","KINHO","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JAILSON FRANCISCO","PMN"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","VERINHA / VERONICA MAGALHÃES","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FERNANDA ROCHA","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JOSAFÁ SANTOS","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","JAILTON ARRUDA","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CABO AENIA","PSDB"
"Eleições Gerais Estaduais 2018","PE","2º SUPLENTE","LOURDES FLORENTINO","PSTU"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","SOCORRO LACERDA ","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","KATIANE","PR"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","AMARO MORAES","DC"
"Eleições Gerais Estaduais 2018","PE","SENADOR","BRUNO ARAUJO","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GERALDO CABOCLO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","SILVANIA DA SILVA","AVANTE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GRAÇA VASCONCELOS","PV"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MARIA HAWATT","AVANTE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","AUGUSTO BARRETO","AVANTE"
"Eleições Gerais Estaduais 2018","PE","GOVERNADOR","DANI PORTELA","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","LUANA RAMOS","PTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JOHN DA EDUCAÇÃO","PATRIOTA"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","IRMÃO SEVERINO","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","LAFAETE PANKARARU","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","EDINEIDE SILVA","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","GENALDO  BARROS","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JOABE VICENTE DA SAÚDE","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","DANIEL ALVES","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ISMAEL TENORIO","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ANDRÉ JUSTINO","PSOL"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GETÚLIO CAVALCANTI","PV"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","MILLENA REIS","REDE"
"Eleições Gerais Estaduais 2018","PE","SENADOR","SILVIO COSTA","AVANTE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MAURO","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MANASSÉS ANDRÉ","PCO"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","SARA NOEL-BOUTON","NOVO"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","VALDILENE DINIZ","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ÁLVARO PORTO","PTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","UBIRADOPOP","SOLIDARIEDADE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR SARAIVA","PHS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","FLÁVIA HELLEN","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FABINHO","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JEFTE GOMES","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","PÉRICLES MEDEIROS","PRB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GILBERTO GOMES","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MÔNICA COSTA","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","EUNICE MELO","PMN"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FERNANDO CUNHA","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","EZEQUIEL DA SAÚDE","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","NUNES RAFAEL","PHS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","ROGÉRIO LEÃO","PR"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CALVOLIA","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","NEGONA TIA DA TROPA LS","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","MARCINHO DO PASTEL","PC do B"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","SINÉZIO RODRIGUES","PT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","NECO","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","MARINALDO ROSENDO","PP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","SHEILA ALVES","PODE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","THIAGO PATRÍCIO","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LUIZINHO DSAFIO","PV"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","FIGUEREDO","PRB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","PROFESSOR EDMO NEVES","PTB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","KARLA FALCÃO","PPS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","IRMÃO WASHINGTON","PDT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","CLAUCIONE","PSDB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","GILMAR DA IGREJA","PROS"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","LUIZ CARLOS","PSC"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","SEVERINA DE LIMA","PRP"
"Eleições Gerais Estaduais 2018","PE","VICE-GOVERNADOR","FRED FERREIRA","PSC"
"Eleições Gerais Estaduais 2018","PE","1º SUPLENTE","CARMINHA QUEIROZ","PDT"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","ZELMA","PRP"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO FEDERAL","LUSSANDRA NUTRICIONISTA","REDE"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","CLODOALDO MAGALHAES","PSB"
"Eleições Gerais Estaduais 2018","PE","DEPUTADO ESTADUAL","JULIANA CHAPARRAL","PATRIOTA"
