"","screen_name","metricas","count"
"8793","heyheyheyk4ty","favs",0
"8794","BlackSheep3283","favs",6
"8795","gustavoblancooc","favs",1
"8796","comentatati","favs",195
"8797","nica33784131","favs",2
"8798","louiechapel","favs",0
"8799","camila53670389","favs",12
"8800","Rbd_Meu_Amor","favs",15
"8801","Eupriscily","favs",224
"8802","SISI_coments","favs",14
"8803","rosnamais","favs",7
"8804","ccchromatica","favs",3
"8805","NoaSipolatti","favs",2
"8806","fersonuel","favs",2
"8807","tallisonator","favs",0
"8808","AndyS1lva","favs",3
"8809","_LucasGregorioo","favs",37
"8810","JehGvl","favs",2
"8811","web_massa","favs",5
"8812","vivigiovannaa","favs",9
"8813","_noticializando","favs",4
"8814","hsicon","favs",1
"8815","comentabbbdezoi","favs",2
"8816","GuGaSampaio_","favs",2
"8817","haikyuu4u","favs",2
"8818","romullomnzs21","favs",1
"8819","reecomenta","favs",17
"8820","fentyofpop","favs",1
"8821","lovbstark","favs",0
"8822","SamukaSsouza","favs",6
"8823","BlogueiraEu","favs",0
"8824","MaddanMe","favs",16
"8825","phpelegrinelli","favs",18
"8826","susycoeur","favs",10
"8827","Kamilla2221","favs",3
"8828","aluap_17","favs",22
"8829","comentadri","favs",40
"8830","Biancacas7","favs",3
"8831","lenasininho","favs",81
"8832","Pollyanna2021","favs",58
"8833","Malu_luzes","favs",1
"8834","Yancamirella1","favs",83
"8835","__Carbonara_","favs",0
"8836","jphantoms_","favs",2
"8837","mandafrn","favs",0
"8838","wxhitneyh","favs",3
"8839","Fischer_2009","favs",0
"8840","fanbbb","favs",4
"8841","eucarooll__","favs",1
"8842","ellyson_santana","favs",2
"8843","euquediga","favs",14
"8844","NutriSena","favs",0
"8845","mrcll_","favs",2
"8846","JovensInternet","favs",0
"8847","Mcwilll3","favs",6
"8848","MundimMateus","favs",0
"8849","daniel_nasci7","favs",2
"8850","RBDNewsBrasil","favs",3
"8851","belamudainfo","favs",1
"8852","mapodegalocha","favs",343
"8853","URREAGUCC1","favs",4
"8854","RafaelM53541388","favs",0
"8855","kiraswarner","favs",4
"8856","SPIDERFOLK","favs",1
"8857","netopaiva","favs",0
"8858","zahirlu","favs",2
"8859","mariaeliindig","favs",2
"8860","bebruisa","favs",0
"8861","BBBComents21","favs",3
"8862","escolhasdaju","favs",92
"8863","Heloise02082952","favs",17
"8864","SI_GOMES46","favs",0
"8865","_Diogovds","favs",5
"8866","pireslip_","favs",3
"8867","allanjardim","favs",6
"8868","coutorayssa","favs",22
"8869","cynthyabto","favs",1
"8870","tuiteiitt","favs",5
"8871","ny_nha_","favs",0
"8872","omateusin","favs",7
"8873","Scarletmon","favs",3
"8874","perhonenjoalin","favs",0
"8875","loveminsi","favs",0
"8876","analuizafz","favs",5
"8877","aryaneoliveiira","favs",1
"8878","AraujoRodolfo","favs",3
"8879","karentreteira","favs",4
"8880","magraplus","favs",1
"8881","biatzgms","favs",0
"8882","G0OLAND","favs",1
"8883","Nessa_sv","favs",1
"8884","Achagass","favs",2
"8885","beloveddetroia","favs",5
"8886","Olhafofoquei","favs",306
"8887","kayosandroo","favs",0
"8888","Lopes__Anne","favs",2
"8889","mozart_comenta","favs",321
"8890","digosemedo","favs",5
"8891","Selmynha30","favs",0
"8892","JuuhFernandeez","favs",4
"8893","KYLEP0ETRY","favs",0
"8894","juaan_lucas","favs",41
"8895","eaibbzinho","favs",236
"8896","parabensbola","favs",2
"8897","_yasminbastos","favs",21
"8898","NoahCabeyoo","favs",0
"8899","Gabriel73246290","favs",4
"8900","sandrinhakarla5","favs",1
"8901","tvehumor9","favs",3
"8902","NojoTenho","favs",35
"8903","m_clarasantoss","favs",1
"8904","clairekyleck","favs",126
"8905","RealityShock3","favs",3
"8906","JuFrancez","favs",6
"8907","Mynetuitando","favs",2
"8908","MarcianaPupila","favs",0
"8909","jornaldoprior","favs",0
"8910","tuitannyy","favs",67
"8911","Bentestay","favs",2
"8912","Abiancatw","favs",1
"8913","powerdwards","favs",1
"8914","milenaesiqueira","favs",7
"8915","IL0V3SKZ","favs",3
"8916","SrtaPreta","favs",1
"8917","VolverteAOir","favs",6
"8918","jaquettsune","favs",1
"8919","_anaprodrigues","favs",2
"8920","ruiva85957246","favs",2
"8921","beabernardoo","favs",0
"8922","instabilizada","favs",15
"8923","chezmarina","favs",3
"8924","Kiqnetto","favs",0
"8925","EssaMetamorfose","favs",0
"8926","selx_lov","favs",7
"8927","KettyCarvalho_","favs",5
"8928","memoraveisf","favs",0
"8929","tuitathomaz","favs",5
"8930","MelloCampea","favs",0
"8931","Lalisadkie","favs",21
"8932","marqquinhos13","favs",8
"8933","NizetePricila","favs",4
"8934","Gaybsss","favs",9
"8935","goldenhartx","favs",0
"8936","lorelolfc","favs",1
"8937","fabyb22","favs",2
"8938","fofacasbbb","favs",1
"8939","alexxxotan","favs",13
"8940","recklesinsanity","favs",1
"8941","vantluvie","favs",81
"8942","sou_pcol","favs",2
"8943","tuitamoon","favs",1
"8944","srtabrendaaa","favs",4
"8945","deobigom","favs",2
"8946","JacyLovely","favs",14
"8947","draesperta","favs",13
"8948","klim4_","favs",5
"8949","denistd14","favs",1
"8950","BrunoGomees","favs",3
"8951","bisonasc","favs",3
"8952","csctonali","favs",3
"8953","IamJuuan","favs",5
"8954","NaNa_Kazekage","favs",1
"8955","Marc3l0xx","favs",6
"8956","IgorSalvioni","favs",0
"8957","sinkeng44","favs",10
"8958","lena023","favs",26
"8959","sayminhodesd","favs",5
"8960","Katiane20164615","favs",3
"8961","niklorc","favs",1
"8962","faloidai","favs",7
"8963","thebeautybored","favs",0
"8964","zustinfvz","favs",0
"8965","oxejessicalenne","favs",5
"8966","geovanasilvap","favs",2
"8967","bakersupremacy","favs",0
"8968","julietteirah","favs",52
"8969","biaoliveiratriz","favs",28
"8970","Carla_freire_","favs",3
"8971","hugsney","favs",17
"8972","lailac16","favs",1
"8973","lethgoo","favs",7
"8974","carolc_vet","favs",1
"8975","louisemayara","favs",2
"8976","audreycr1","favs",5
"8977","chaeyleaf","favs",0
"8978","OImedija","favs",106
"8979","MarianadoRJ","favs",0
"8980","ju_vasconcelos","favs",4
"8981","DrummondRaphael","favs",5
"8982","Japina_2604","favs",3
"8983","haotullips","favs",0
"8984","DanniBarsi","favs",2
"8985","eitalidi","favs",0
"8986","samonafifi","favs",6
"8987","nastynlost","favs",1
"8988","Barbara_jc","favs",10
"8989","ingriddoliv","favs",4
"8990","small_baechu","favs",76
"8991","VITORALEXANDE19","favs",13
"8992","vanessa81263526","favs",0
"8993","jaureguibae96","favs",0
"8994","solitamasfeliz","favs",9
"8995","clarkwkyle","favs",0
"8996","lanisferreira","favs",0
"8997","horanfxlls","favs",1
"8998","XimenesPaixao","favs",5
"8999","Carolim43767066","favs",6
"9000","bitch_lady___","favs",1
"9001","VanessaRJ6","favs",2
"9002","mrrslonely","favs",0
"9003","GuhDrawsz","favs",0
"9004","cinbarros","favs",3
"9005","vittartic","favs",3
"9006","itscruella","favs",138
"9007","irenepovs","favs",0
"9008","tsuyuAsuix","favs",10
"9009","daniemoon","favs",7
"9010","httpsmell1","favs",213
"9011","mleticiaqueiroz","favs",0
"9012","qlaudjenha","favs",0
"9013","eikarol","favs",38
"9014","Blurvitas","favs",8
"9015","AlerquinaXxx","favs",0
"9016","niemeyer_br","favs",7
"9017","mariglam","favs",2
"9018","DeniseM69196160","favs",2
"9019","umalguemincomum","favs",5
"9020","Bea_Arantes279","favs",9
"9021","AnnaChicolet","favs",22
"9022","bichaesquisita","favs",4
"9023","xxbitann","favs",0
"9024","LuizaMuller14","favs",10
"9025","Modsbbb21","favs",36
"9026","heloizacordovil","favs",2
"9027","tatypedreira30","favs",2
"9028","wellmcastro","favs",0
"9029","Letsfernand","favs",1
"9030","iampevans","favs",149
"9031","nicogotic","favs",22
"9032","AzulesLilium","favs",16
"9033","iFORHOHO","favs",0
"9034","vinidevinicius","favs",4
"9035","BestVelkoz","favs",4
"9036","JCavalcante19","favs",8
"9037","jpwhwkik","favs",1
"9038","euallanlps","favs",3
"9039","julhoesteves","favs",5
"9040","NandaTilly","favs",0
"9041","favsillea","favs",7
"9042","EllemmR","favs",2
"9043","ChrisLamounier","favs",7
"9044","eu_piaia","favs",2
"9045","HiIamBeatriz","favs",2
"9046","lacremila","favs",13
"9047","xtrapodcastbr","favs",1
"9048","ValriaL82234835","favs",9
"9049","JenifferMarcela","favs",0
"9050","lariiscomenta","favs",15
"9051","a_docontra","favs",1
"9052","eitaVanessa","favs",1
"9053","bbb2020out","favs",31
"9054","Fcoperfeicao","favs",32
"9055","gabhy_pqna","favs",0
"9056","rafaaelvidaal","favs",28
"9057","paolacamboim","favs",0
"9058","shouyouvr","favs",2
"9059","carol_ssan","favs",28
"9060","andreabispo03","favs",0
"9061","letiflix","favs",3
"9062","digoquemes","favs",10
"9063","barbaracostap","favs",3
"9064","itslayza","favs",0
"9065","derypoesie","favs",0
"9066","pequena_ollg","favs",0
"9067","Graciele_assis","favs",2
"9068","lucasbarreto194","favs",52
"9069","jucomentasim","favs",0
"9070","pqpfeeernanda","favs",2
"9071","Brun4lv","favs",13
"9072","fuckmalliik","favs",0
"9073","maisnovela_","favs",2
"9074","FuxicandoDaTV","favs",70
"9075","Minpikachuu","favs",4
"9076","zustinfv","favs",10
"9077","Matusenoh","favs",6
"9078","AnaMariaSerron1","favs",2
"9079","jeffalves40","favs",0
"9080","swansongxc","favs",14
"9081","DaisiOliveira3","favs",1
"9082","heybridgerton","favs",1
"9083","patvieira_","favs",8
"9084","KimManobanENT","favs",1
"9085","eupocondriaco","favs",3
"9086","Igooooooooorr","favs",5
"9087","anaclaudiinha","favs",0
"9088","Cauazinho777","favs",1
"9089","dougraz","favs",128
"9090","MUNDOPROBLEMATI","favs",14
"9091","_ttcristine","favs",3
"9092","dontsmilev","favs",0
"9093","iam_rosealves","favs",0
"9094","ANGELW4NG","favs",1
"9095","lca1504","favs",5
"9096","demmizinhaaa","favs",0
"9097","jorgeluizbrasil","favs",1
"9098","AfiuneCaio","favs",967
"9099","CrisFlanders","favs",0
"9100","SheilaMartinsD9","favs",13
"9101","lovcaptains","favs",55
"9102","inmyblood1266","favs",3
"9103","Pericles1895","favs",1
"9104","NilsonS35814262","favs",1
"9105","duckstutu","favs",0
"9106","RebecaAntunes_S","favs",1
"9107","araujoitsme","favs",5
"9108","druckfck","favs",7
"9109","catharinapandy","favs",4
"9110","cabettinha","favs",1
"9111","igorskateb13_18","favs",5
"9112","Kelgirassol","favs",0
"9113","PocahTuitta","favs",0
"9114","gatodeculos1","favs",67
"9115","yaduraes","favs",2
"9116","scoelhocristina","favs",0
"9117","arrobaritiele","favs",81
"9118","assmar_raquel","favs",2
"9119","CamiisBarbosa21","favs",144
"9120","accarolla","favs",1
"9121","pteasd03","favs",0
"9122","kcmoonflower","favs",2
"9123","ratadebbb","favs",62
"9124","houis91__","favs",0
"9125","bia06195426","favs",1
"9126","MyaIvycats","favs",0
"9127","widowjedi","favs",1
"9128","raffa_cnunes","favs",4
"9129","Jamile96712647","favs",0
"9130","CassialimaKling","favs",1
"9131","Yagrotoxico","favs",0
"9132","RealAnamara","favs",41
"9133","barbaridadebarb","favs",3
"9134","chicottone","favs",6
"9135","laisfontes10","favs",25
"9136","brsndas_","favs",22
"9137","pjmflowerr","favs",2
"9138","baysste","favs",8
"9139","dedekaa","favs",2
"9140","lorylland","favs",0
"9141","JoanaCGomees","favs",14
"9142","ruintswift","favs",0
"9143","alannacl04","favs",14
"9144","anyseul","favs",0
"9145","AnaffSerrano","favs",8
"9146","iork1999","favs",4
"9147","user_12347","favs",0
"9148","AdrianesenaFW","favs",1
"9149","Beatriz_n14","favs",1
"9150","tuittavivi","favs",8
"9151","guilhermencinas","favs",0
"9152","nayuvoid","favs",0
"9153","LisbonLiv","favs",29
"9154","mariadudabsa","favs",2
"9155","camillystarling","favs",78
"9156","bidhow","favs",6
"9157","Silvinh25890273","favs",1
"9158","patrici12475220","favs",0
"9159","AuroraLouisi","favs",8
"9160","acessoSH","favs",26
"9161","LiaRebeka1","favs",9
"9162","anibaljunior100","favs",0
"9163","Eliel68434824","favs",24
"9164","candy_bih","favs",0
"9165","wonuskiz","favs",6
"9166","breathinnnn","favs",264
"9167","sabinarefuge","favs",0
"9168","RealityTedioso","favs",0
"9169","leitycaga","favs",232
"9170","felipescostaaa","favs",3
"9171","EuTeLoveSah","favs",0
"9172","keuubs","favs",0
"9173","youlovees","favs",0
"9174","lightszup","favs",335
"9175","televisivah","favs",16
"9176","JojotaEchelon","favs",18
"9177","mac_tcm","favs",2
"9178","Diaz__Miguel","favs",9
"9179","shyst4r","favs",1
"9180","Iightjason","favs",1
"9181","lov_momofree","favs",4
"9182","Cmpcomments","favs",104
"9183","loversgav","favs",3
"9184","zetecbs","favs",0
"9185","VanessaaCunha","favs",0
"9186","Breeefernanda","favs",0
"9187","gestodegarota","favs",1
"9188","espiadinhanobbb","favs",11
"9189","blackbless027","favs",2
"9190","joaofontenelee","favs",4
"9191","annacarola22","favs",0
"9192","archivedanielle","favs",0
"9193","alissoncarm","favs",3
"9194","apj_tjk","favs",1
"9195","biankaroli","favs",0
"9196","iseeuhee","favs",1
"9197","GerusaAfrontosa","favs",0
"9198","_melldeus_","favs",0
"9199","ccheyosh","favs",2
"9200","atukanada","favs",5
"9201","johnbiansei","favs",35
"9202","iambbyyy","favs",0
"9203","woetter","favs",1
"9204","luciethianaosbo","favs",0
"9205","nylemeh","favs",1
"9206","annaclararother","favs",3
"9207","LameiraSelva","favs",3
"9208","zebrinhazebrito","favs",5
"9209","LaraMGut","favs",12
"9210","skyeverdeenn","favs",4
"9211","MaxSilv63269013","favs",1
"9212","vtzeiro","favs",13
"9213","jacquedoya","favs",8
"9214","ma_sntp","favs",33
"9215","eeduutw","favs",13
"9216","Cruzeiro_merc","favs",6
"9217","WeslleyDNasc","favs",10
"9218","ShowAffectionTo","favs",0
"9219","tediosim","favs",18
"9220","prior4d","favs",0
"9221","EuVitoriaB7","favs",3
"9222","chwnpoem","favs",1
"9223","Realityzao","favs",19
"9224","ocroftt","favs",325
"9225","Beguinho9","favs",2
"9226","SeVcSoubesseBBB","favs",0
"9227","TamyresLopes12","favs",20
"9228","dounia_lattouf","favs",2
"9229","patriciaottos","favs",1
"9230","gfelipefeliipe","favs",1
"9231","DOTNKali","favs",6
"9232","sayjsm","favs",3
"9233","bahvwk","favs",3
"9234","anacris1977_","favs",39
"9235","Mascote_Nt","favs",2
"9236","NatanaelLauren3","favs",0
"9237","sabrinamoraesof","favs",5
"9238","ericshinjo1910","favs",57
"9239","umabelgar","favs",0
"9240","Evelynzinhaaa_","favs",5
"9241","skywoukar","favs",11
"9242","marriemarrie_","favs",0
"9243","Comenta_Leo","favs",43
"9244","myreasonjem","favs",4
"9245","denitess","favs",23
"9246","ltwallst","favs",0
"9247","deianogueira08","favs",4
"9248","_vodosteve","favs",1
"9249","fvmpxx","favs",2
"9250","Decol_Mi","favs",0
"9251","apenas0bservo","favs",4
"9252","traumadiiux","favs",5
"9253","andreteixeiraw","favs",18
"9254","FreireCentral","favs",1
"9255","r_ellert","favs",0
"9256","EdnardoChagas","favs",5
"9257","rsewiser","favs",0
"9258","levytuita","favs",82
"9259","Lila_Vr","favs",5
"9260","gabivdm","favs",0
"9261","GiOuVania","favs",3
"9262","Marta65543278","favs",2
"9263","Soparacomentar5","favs",1
"9264","withsccp","favs",1
"9265","AnakinSnow","favs",75
"9266","2SMariS2","favs",0
"9267","Manucomentaa_","favs",28
"9268","tthaisinha2","favs",1
"9269","MoniRomao","favs",1
"9270","lemestebbb21","favs",2
"9271","uabash","favs",3
"9272","FErNANDOyuc","favs",10
"9273","sourcandyyz","favs",5
"9274","satequilacaju","favs",1
"9275","joananevesbpn","favs",2
"9276","lovesttry","favs",2
"9277","HeyGreacy","favs",1
"9278","patricktuita","favs",2
"9279","Rodrigo_aer","favs",5
"9280","meyrielly","favs",2
"9281","_sararaqquel","favs",0
"9282","Adrianakeilla","favs",3
"9283","MatsubaraSol","favs",11
"9284","Just_one666","favs",20
"9285","vieiragdebora","favs",3
"9286","bbb21vibes","favs",122
"9287","_mandamoreir","favs",2
"9288","gibranteske","favs",2
"9289","tatianamathias1","favs",1
"9290","jhopecryb","favs",0
"9291","quellsanches_","favs",0
"9292","virginiahelaine","favs",0
"9293","Umserhumanacho6","favs",6
"9294","mikhaellamelo","favs",5
"9295","cissa_pereira","favs",1
"9296","Josysul","favs",8
"9297","armyzinhaaaa","favs",22
"9298","mikhaellalmeida","favs",175
"9299","JordanRiiver","favs",4
"9300","rainha_lidi","favs",6
"9301","Marlonmh06","favs",19
"9302","Appromances","favs",33
"9303","NotesToJay","favs",0
"9304","ttFagou","favs",1
"9305","lokixporn","favs",1
"9306","desaclamado","favs",0
"9307","sccpbizzle","favs",1
"9308","acasafutebol","favs",1
"9309","IBbtvi","favs",0
"9310","chokko14071548","favs",2
"9311","Denisekamel","favs",0
"9312","AmandaT01200368","favs",1
"9313","fransflw","favs",443
"9314","vanillacherry__","favs",1
"9315","lgbtheslwt","favs",0
"9316","exxquenta","favs",0
"9317","aleexwoon","favs",5
"9318","stoesselfiles_","favs",1
"9319","Igor_Comenta","favs",0
"9320","priortagonizano","favs",22
"9321","tatihipolito22","favs",0
"9322","Alessan54835371","favs",1
"9323","thissid3","favs",30
"9324","Vini_Ramos14","favs",0
"9325","AnaDeati","favs",3
"9326","annessousa1","favs",0
"9327","annystonreal","favs",27
"9328","Hillteamtreta","favs",23
"9329","Nbcomenta","favs",49
"9330","_fransousa23","favs",2
"9331","lucianaacfb","favs",2
"9332","bbbdovigorr","favs",0
"9333","sanpestanha","favs",3
"9334","sheeelly21","favs",4
"9335","Bbb21Blairdo","favs",4
"9336","tuitajulinha","favs",3
"9337","guscoments","favs",3
"9338","Bremillly","favs",2
"9339","ManuPalhares","favs",0
"9340","LeallLeallx","favs",31
"9341","_Dramaticaa_","favs",0
"9342","MrXitao","favs",10
"9343","queirozloo","favs",1
"9344","Felipeomusico","favs",12
"9345","nyazpark","favs",0
"9346","niqueplum","favs",81
"9347","Georgealbuquerq","favs",109
"9348","comentahaw","favs",1
"9349","Evandro_Olliver","favs",0
"9350","snapefucks","favs",0
"9351","Evellyncarioca","favs",9
"9352","advogado_lucas","favs",25
"9353","RamosAliete","favs",1
"9354","SabrinaThays_","favs",0
"9355","elianerandradee","favs",5
"9356","whoisjupa","favs",1645
"9357","venenosa_taon","favs",3
"9358","cheriesaiki","favs",0
"9359","ElektraoffWhite","favs",6
"9360","BigBrotherInfos","favs",6
"9361","bruna_q","favs",8
"9362","atzpetit","favs",1
"9363","TheFarmPhrases","favs",0
"9364","kaellidjovana","favs",2
"9365","_abbymoon","favs",8
"9366","polipoleet","favs",0
"9367","keylaolliveira","favs",0
"9368","I7Gabriel","favs",1
"9369","banhodecafe","favs",1
"9370","Lucas_Campao","favs",8
"9371","sweetbridgs","favs",0
"9372","FollowtrickCaio","favs",3
"9373","it4mohirai","favs",0
"9374","SenhorReality","favs",18
"9375","Loucooraloucura","favs",0
"9376","belimtata","favs",8
"9377","Deniseleoa","favs",3
"9378","chrisgullen_","favs",2
"9379","araujoneto02","favs",2
"9380","VitimaDoReality","favs",1
"9381","lincoments","favs",17
"9382","favsjf","favs",4
"9383","thalitathais_","favs",4
"9384","LaisAndreolli","favs",1
"9385","brooonzel__","favs",1
"9386","carlossa1980","favs",1
"9387","leonnardo_mello","favs",3
"9388","kelishi","favs",0
"9389","bisicologa","favs",2
"9390","umtrocado","favs",3
"9391","moreira_maedson","favs",2
"9392","basculhodogil","favs",8
"9393","RacaNegraEterno","favs",5
"9394","sempacienciag","favs",0
"9395","ajualencar","favs",1
"9396","IfUSeekLucas","favs",4
"9397","camidoesntknow","favs",2
"9398","oadrianosanttos","favs",0
"9399","AlcibirdesFogo","favs",5
"9400","easypeasyiggy","favs",3
"9401","nataliadorsch","favs",43
"9402","leoogcz","favs",10
"9403","rrinaldoj","favs",10
"9404","_lucamachado","favs",4
"9405","SANC4TB0Y","favs",4
"9406","Susulopescat","favs",1
"9407","blaseflavio","favs",0
"9408","ConexaoCamilla","favs",30
"9409","luisacgarciaa","favs",4
"9410","Lucas_Garciiia","favs",2
"9411","scan180","favs",2
"9412","mathews_maciel","favs",0
"9413","tagscarladiaz","favs",8
"9414","assistorealitys","favs",12
"9415","MariahCaralho","favs",1
"9416","h_iamq","favs",4
"9417","anadefreitas_","favs",31
"9418","sariette_JS","favs",4
"9419","D0LLGIN","favs",8
"9420","_baconwars","favs",5
"9421","goloveIouis","favs",2
"9422","vai_malandra_1","favs",4
"9423","KarinaFernaanda","favs",5
"9424","GiovaneExplosao","favs",17
"9425","franfiqueira","favs",4
"9426","ElianaHolanda4","favs",0
"9427","diovanaartmake","favs",0
"9428","JohnesEduardo","favs",4
"9429","Juliany1914","favs",1
"9430","AfffBruna","favs",0
"9431","rafaeumt","favs",4
"9432","mic_spellman","favs",1
"9433","CaiotoMc","favs",0
"9434","allstardaLua_","favs",0
"9435","IBE_RAS","favs",8
"9436","Gabriele_tuita","favs",1
"9437","ygIuvv","favs",49
"9438","aquelajenny","favs",20
"9439","NomundodaLili","favs",1
"9440","ellenpelengrina","favs",12
"9441","Naelison9","favs",4
"9442","topelatretaa","favs",10
"9443","EmanSouza_","favs",2
"9444","hellenfalv","favs",7
"9445","xiumallows","favs",3
"9446","jiminfoolish","favs",84
"9447","GioFraga","favs",0
"9448","VanessaFAl7","favs",0
"9449","MtsLopesC","favs",1
"9450","paulinha_fg","favs",5
"9451","VanessaBahiaCL","favs",1
"9452","camilaapenas","favs",3
"9453","Bruualra","favs",3
"9454","mari67684068","favs",5
"9455","_maddt","favs",3
"9456","lelasilvaa","favs",16
"9457","quiemana","favs",3
"9458","blitiztwitta","favs",9
"9459","camis_camila","favs",21
"9460","lucasS2thaais","favs",20
"9461","abelhaqueen","favs",14
"9462","LimaNinah","favs",2
"9463","cdrrte","favs",83
"9464","LeindeckerTarot","favs",1667
"9465","catinniee","favs",10
"9466","tuita_ju","favs",10
"9467","qgGildoVigor","favs",42
"9468","WalkersDobrevic","favs",4
"9469","Samara51213","favs",2
"9470","WOOG4RTIC","favs",1
"9471","checkreality_","favs",43
"9472","uarinidaovinha","favs",12
"9473","oxerenata","favs",91
"9474","Moollyy19","favs",14
"9475","mlaamunier","favs",7
"9476","fabiolalouro","favs",1
"9477","alyciaalvesss","favs",2
"9478","lorranmarcial","favs",2
"9479","contatocamilap1","favs",1
"9480","Juremao2mil","favs",5
"9481","celo_fran","favs",8
"9482","palomatuita","favs",4
"9483","0ldsp0rt_","favs",1
"9484","Martinha_Bolada","favs",8
"9485","carol_scazevedo","favs",0
"9486","otheryoon","favs",0
"9487","Fortnit31743044","favs",3
"9488","katlhertta26","favs",1
"9489","sandrinhapanta","favs",3
"9490","digagusta","favs",38
"9491","prinaascimento","favs",0
"9492","luhAlves2801","favs",1
"9493","AlvesAlysom","favs",0
"9494","imageticamente","favs",0
"9495","1Nefilim","favs",0
"9496","noticiaempauta","favs",1
"9497","RosanaFleury","favs",0
"9498","hijackmyhrt","favs",2
"9499","HejHigor","favs",0
"9500","forrrtt","favs",4
"9501","favfreire","favs",7
"9502","bbbmaaniaca","favs",19
"9503","Isaa82560427","favs",12
"9504","Fabi_alvesrj","favs",3
"9505","carolkolm","favs",0
"9506","Edgar97901005","favs",51
"9507","BrendaAF15","favs",4
"9508","VitielloJuliana","favs",72
"9509","maria_com_h","favs",1
"9510","Allaff9","favs",0
"9511","ibxrbx","favs",11
"9512","douglasmota47","favs",11
"9513","kaals_","favs",2
"9514","JeffRafael_","favs",0
"9515","javddsour","favs",0
"9516","Elidianejsilva","favs",0
"9517","realaranjinha","favs",3
"9518","inacreditavel8","favs",33
"9519","Vitoria76719985","favs",22
"9520","MariiiRodrigues","favs",0
"9521","pbpismytype","favs",1
"9522","AlineBATISTELA4","favs",0
"9523","AnneLiliere","favs",7
"9524","JOTAHOT1","favs",5
"9525","deressachan","favs",1
"9526","juuliobelchior","favs",1
"9527","Fakepqnao","favs",1
"9528","centralSofa","favs",73
"9529","Leomchef","favs",29
"9530","sa_fernand","favs",2
"9531","beirvini","favs",2
"9532","AnaClaudiaCCoel","favs",0
"9533","suabocadesacola","favs",5
"9534","nynna_net","favs",1
"9535","sweetwallx","favs",0
"9536","catiqirls","favs",0
"9537","gratavsperling","favs",0
"9538","dudugomes59","favs",43
"9539","vsulfy","favs",150
"9540","princessleiass","favs",1
"9541","almeida_pd","favs",26
"9542","ana23rodrigues","favs",2
"9543","NazarioGrazi","favs",2
"9544","c_fisherr","favs",1
"9545","marlylfb","favs",0
"9546","lulubestsup","favs",5
"9547","uaremeiamyou","favs",4
"9548","tatianafc","favs",0
"9549","luanamorais210","favs",1
"9550","watc1997","favs",2
"9551","_andearaujo","favs",2
"9552","PerezAmorim","favs",7
"9553","LucasLellis10","favs",3
"9554","piksjpjg","favs",71
"9555","kthgccr","favs",0
"9556","MatheusWii","favs",26
"9557","shwnweasley","favs",0
"9558","Weelltwita","favs",2
"9559","pjmrelic","favs",0
"9560","finwgers","favs",3
"9561","AnaIsblCrvlh","favs",0
"9562","alien182fdc","favs",4
"9563","Nikity","favs",0
"9564","SouzaPrimos","favs",0
"9565","saraaaaa1998","favs",1
"9566","NathyAlmeidaLS","favs",7
"9567","Tiago_F5","favs",1
"9568","KakaOficial","favs",1
"9569","detailsrenault","favs",0
"9570","julianabanana94","favs",0
"9571","charlesjbravo","favs",0
"9572","mechamoalasca","favs",11
"9573","novaeshellen","favs",0
"9574","timerebeldesbr","favs",25
"9575","lainesampa","favs",13
"9576","Cris_Ironico","favs",7
"9577","_____gih_______","favs",18
"9578","eschluizaa","favs",0
"9579","vaIeria71","favs",2
"9580","_nandasantos","favs",9
"9581","heyitsravena","favs",0
"9582","VanessalinsA","favs",0
"9583","Vasconc1Vicente","favs",1
"9584","KarenCieslakk","favs",3
"9585","Euanicely","favs",0
"9586","aninha_winx","favs",2
"9587","minitulipa","favs",62
"9588","FLAHCARVALHO2","favs",11
"9589","Marcinnhacomm","favs",1
"9590","DJAntonioSanto","favs",0
"9591","MrcioMathias4","favs",4
"9592","jeonkats","favs",5
"9593","LavorCris","favs",1
"9594","danyadr38","favs",25
"9595","MilisBBB","favs",3
"9596","pedr_hnrq","favs",9
"9597","kaka_gomes2014","favs",4
"9598","ihfofoca","favs",19
"9599","liliesvage","favs",19
"9600","babiinobree","favs",11
"9601","Valdicelle1","favs",1
"9602","knowlesspwr","favs",4
"9603","joacyotabol","favs",520
"9604","plhenriique","favs",0
"9605","tapivara","favs",23
"9606","LuCostaAl","favs",119
"9607","BernadoNogue","favs",1
"9608","liliesxrose","favs",0
"9609","MelRezende2","favs",21
"9610","teamfiukdrift","favs",20
"9611","Ccarvalhopaula","favs",4
"9612","Henriquer34","favs",9
"9613","Ludmilanatalia0","favs",8
"9614","jeanalves94","favs",1
"9615","tequilxny","favs",78
"9616","rosiezodiac","favs",1
"9617","porrarafy","favs",60
"9618","GDRMatos","favs",3
"9619","karoltwitta","favs",10
"9620","myluisee","favs",5
"9621","hue6ning","favs",1
"9622","matheuscriss","favs",2
"9623","GeLira7","favs",0
"9624","andre1almeida","favs",1
"9625","BaphosBBB_","favs",28
"9626","Anabbb21","favs",1
"9627","roseannysoares","favs",0
"9628","arthurpgdm","favs",6
"9629","Marilinha__","favs",3
"9630","crarinhaxx","favs",2
"9631","xhadeboldo","favs",4
"9632","MikeliMuniz","favs",1
"9633","69Juliano","favs",0
"9634","verde3333","favs",5
"9635","LucasHedyNS","favs",0
"9636","swtfearlss","favs",0
"9637","Ivacilona","favs",3
"9638","Famarianno","favs",1
"9639","mari_beux","favs",27
